device,base_model,benchmark_model,resolution,accuracy,accuracy_cpu,accuracy_drop,latency_singlestream,latency_cpu,speedup,throughput_singlestream,throughput_offline,eta,feasible
DeepX M1,resnet50,resnet50_w1_0,224.0,77.0,76.88,-0.15608740894901738,3.140160603,48.10933557,15.32066083627634,318.4550494151907,929.2567305,2.9180153751886886,1
DeepX M1,resnet50,resnet50_w1_0,240.0,75.81,75.81,0.0,3.339572834,55.37137088,16.580375285206312,299.4394941230379,886.4433406,2.9603420991479696,1
DeepX M1,resnet50,resnet50_w1_0,256.0,76.05,75.82,-0.30335003956740175,3.337043223,59.15757657,17.72754280264233,299.6664811254679,894.0471933,2.983474127443936,1
DeepX M1,resnet50,resnet50_w1_0,272.0,75.84,75.8,-0.05277044854882092,3.881020904,69.12717912,17.811596698372227,257.66416227476213,732.5818277,2.843165387194226,1
DeepX M1,resnet50,resnet50_w1_0,288.0,75.64,75.47,-0.22525506823903763,4.056539687,76.37425416,18.827439160710473,246.5155223809844,712.3869179,2.8898258049609606,1
DeepX M1,resnet50,resnet50_w1_0,304.0,75.27,75.49,0.29142932838786445,4.530564023,84.83651539,18.72537612520568,220.72307000262427,609.2702965,2.7603380856054427,1
DeepX M1,resnet50,resnet50_w1_0,320.0,75.56,75.32,-0.3186404673393642,4.668076335,89.71024866,19.2178195517876,214.2210041644488,595.9656644,2.7820132144581926,1
DeepX M1,resnet50,resnet50_w1_0,336.0,75.13,75.02,-0.14662756598240392,5.136268666,92.7711174,18.06196743836764,194.69386533839076,520.4391424,2.673115259669032,1
DeepX M1,resnet50,resnet50_w1_0,352.0,75.43,75.17,-0.3458826659571706,5.325100226,108.5170204,20.378399615872322,187.78989268924232,520.4059768,2.7712139846694304,1
DeepX M1,resnet50,resnet50_w1_0,368.0,74.59,74.25,-0.45791245791246254,5.958812472,116.841932,19.608257945527104,167.81867271355205,431.5378317,2.571453013673797,1
DeepX M1,resnet50,resnet50_w1_0,384.0,74.65,74.22,-0.5793586634330461,6.031136676,123.7278268,20.5148437926065,165.80622421961507,437.4498331,2.6383197323194887,1
DeepX M1,resnet50,resnet50_w1_0,400.0,73.81,73.46,-0.47644976858155264,6.723432914,138.8837495,20.656672160855,148.73354323469644,379.8579989,2.5539497724504354,1
DeepX M1,resnet50,resnet50_w1_0,416.0,73.5,73.21,-0.39612074853163,6.955761512,146.2336676,21.02338720896617,143.76571109788793,380.7219172,2.6482108584346107,1
DeepX M1,resnet50,resnet50_w1_0,432.0,72.78,72.64,-0.19273127753304042,7.584651858,158.6017893,20.910885861255835,131.84520775930386,335.6471812,2.5457670165210424,1
DeepX M1,resnet50,resnet50_w1_0,448.0,72.33,72.05,-0.3886190145732146,7.91715398,165.3503953,20.885080133303155,126.30801453731483,311.8160564,2.4686957319551643,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,48.0,6.78,6.87,1.3100436681222687,1.009295034,1.565758821,1.5513390715840973,990.7905679837121,12528.882,12.645338384171987,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,64.0,16.59,16.8,1.250000000000005,1.098134326,1.794276319,1.633931547824141,910.635408003811,11515.29304,12.645338561172892,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,80.0,29.25,29.53,0.948188283101934,1.263719249,2.653326732,2.099617248134518,791.3150019605343,7920.336391,10.00908155586189,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,96.0,39.5,39.67,0.4285354171918369,1.299276715,3.002675832,2.311036438454144,769.6589867694197,7319.195985,9.509660915831988,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,112.0,48.42,48.95,1.0827374872318714,1.351738583,3.706129387,2.74175009399728,739.7880126944634,5648.662426,7.635514943566582,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,128.0,53.96,54.45,0.899908172635449,1.356433811,4.115644202,3.0341651532306138,737.2272733770715,5357.754094,7.267438804125272,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,144.0,58.79,58.76,-0.05105513955071671,1.816652804,5.255850187,2.893150620430826,550.4629160828906,3788.192907,6.881831266594462,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,160.0,61.53,61.85,0.5173807599029916,1.905683025,5.904255063,3.098235638111957,524.7462389502052,3281.257274,6.253036287719574,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,176.0,63.93,64.02,0.1405810684161142,1.974331688,6.991798309,3.541349384957043,506.50050651468854,2811.654124,5.551137832709082,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,192.0,64.82,64.82,0.0,2.012563564,7.876568419,3.9136992042851073,496.87871622423944,2562.621237,5.157438129918809,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,208.0,65.1,65.41,0.47393364928910303,2.091299419,9.13590272,4.368529267974708,478.1716051344631,2318.713184,4.84912353452684,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,224.0,67.78,68.22,0.6449721489299293,2.063938614,10.00484191,4.847451296339766,484.5105339940115,2278.63136,4.702955250975335,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,240.0,66.52,66.68,0.23995200959809654,2.190724349,10.46329204,4.7761791869324774,456.4700257503734,1974.971392,4.326617917032824,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,256.0,66.54,67.15,0.9084139985107959,2.271915772,10.96653148,4.826997380429296,440.15716265734875,1761.957139,4.003018213682096,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,272.0,66.13,66.52,0.5862898376428151,3.011676912,12.80787554,4.252738894058368,332.04092909684596,1353.773289,4.077127758563604,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,288.0,66.54,66.86,0.4786120251271211,3.053083516,13.85874184,4.539260641699394,327.5377154799063,1252.996366,3.8255025506425033,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,304.0,65.8,66.2,0.6042296072507639,3.326617006,15.4545101,4.645713670111623,300.60568986341553,1142.98369,3.8022689807346324,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,320.0,65.56,65.69,0.19789922362611578,3.294773334,16.43690145,4.9887806485446085,303.5110153650406,1060.265668,3.493335049882097,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,336.0,64.37,64.63,0.40228995822372104,3.598661464,17.11423044,4.755721151101864,277.88109829271787,958.511626,3.4493588512821804,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,352.0,64.7,65.04,0.5227552275522808,3.686675467,18.69143362,5.069997016908568,271.24709211623156,916.805872,3.3799657163039423,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,368.0,63.48,63.57,0.14157621519585245,3.870734224,19.92204586,5.146838999297825,258.34891835239574,857.4979812,3.319146782841749,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,384.0,63.24,63.23,-0.015815277558129236,3.894416585,21.49741419,5.520060250565105,256.7778711326539,812.9958353,3.166144464528248,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,400.0,61.71,61.6,-0.17857142857142766,4.394939173,23.04139996,5.242711913182603,227.534434638693,688.3059081,3.025062598516028,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,416.0,61.09,61.12,0.049083769633498094,4.438252285,23.91729309,5.3888989525975095,225.31391543011395,656.7933803,2.915014720889349,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,432.0,59.22,59.54,0.5374538125629834,4.55182184,26.34015776,5.786728629958857,219.69225403602354,640.5538299,2.9156869126344644,1
Hailo-8,mobilenetv2,mobilenetv2_w1_0,448.0,59.23,59.46,0.38681466532123104,4.579708984,27.3510593,5.972226487655793,218.354485731227,601.495807,2.75467575115623,1
Hailo-8,resnet101,resnet101_w1_0,48.0,15.65,16.08,2.6741293532338184,38.76119826,7.997399052,0.20632486638714145,25.798996029283227,759.1666093,29.426207455449262,1
Hailo-8,resnet101,resnet101_w1_0,64.0,31.39,31.73,1.0715411282697758,39.40220477,8.803818194,0.22343465918696612,25.3792904695876,729.8884277,28.759213287488738,1
Hailo-8,resnet101,resnet101_w1_0,80.0,46.29,46.83,1.1531069827033935,35.40232683,15.26063109,0.4310629401078833,28.246730922573093,736.9393329,26.089367117207967,1
Hailo-8,resnet101,resnet101_w1_0,96.0,56.67,56.85,0.3166226912928755,39.27524108,18.38452163,0.468094431108709,25.461333208957097,663.9214128,26.075673545894198,1
Hailo-8,resnet101,resnet101_w1_0,112.0,65.02,65.36,0.5201958384332978,39.21659887,24.54948891,0.6259973995037067,25.499406598591655,612.8091851,24.032291995918282,1
Hailo-8,resnet101,resnet101_w1_0,128.0,69.76,69.79,0.04298610116062636,39.64823973,27.84578382,0.7023208094388709,25.221800685475223,588.283017,23.324386087103665,1
Hailo-8,resnet101,resnet101_w1_0,144.0,72.54,72.72,0.2475247524752374,39.71849223,39.08377562,0.9840196197195876,25.17718936079563,439.4433921,17.454028954648695,1
Hailo-8,resnet101,resnet101_w1_0,160.0,74.85,75.09,0.31961646024771484,39.43656505,44.94718997,1.1397338970321909,25.357178008078066,420.2394503,16.57280041833219,1
Hailo-8,resnet101,resnet101_w1_0,176.0,75.97,76.34,0.48467382761331484,39.69135931,54.51054021,1.3733603776141372,25.19440042830823,396.2645883,15.728280156044525,1
Hailo-8,resnet101,resnet101_w1_0,192.0,77.13,76.92,-0.2730109204368093,39.84430224,60.22615667,1.5115374917906959,25.09769135814085,379.0971686,15.104862164026635,1
Hailo-8,resnet101,resnet101_w1_0,208.0,77.41,77.71,0.3860507013254371,36.38804929,74.81839129,2.0561253694509327,27.48155011087158,371.2191904,13.507942197669093,1
Hailo-8,resnet101,resnet101_w1_0,224.0,79.21,79.21,0.0,40.3909452,83.45658343,2.0662201148489094,24.758024231629026,321.6487007,12.991695043624901,1
Hailo-8,resnet101,resnet101_w1_0,240.0,78.29,78.16,-0.16632548618220275,40.64725793,96.7123501,2.3793081015834217,24.601905538674547,307.0536416,12.480888568460978,1
Hailo-8,resnet101,resnet101_w1_0,256.0,78.33,78.33,0.0,41.46434819,100.7057351,2.4287306926553183,24.117104058111565,294.7569047,12.221902927887449,1
Hailo-8,resnet101,resnet101_w1_0,272.0,78.05,78.03,-0.025631167499674506,40.98676703,115.6968019,2.8227842858480754,24.398118526110057,222.5893694,9.123218626952413,1
Hailo-8,resnet101,resnet101_w1_0,288.0,77.75,77.95,0.2565747273893558,37.10162036,127.4001373,3.433815991426419,26.953000712554324,228.6282543,8.482478694608139,1
Hailo-8,resnet101,resnet101_w1_0,304.0,78.1,77.86,-0.3082455689699395,41.83640383,141.8474471,3.3905267688970007,23.90262805721655,209.1023579,8.748090686909592,1
Hailo-8,resnet101,resnet101_w1_0,320.0,77.69,77.53,-0.20637172707338655,41.87949669,151.8984293,3.627035693011811,23.878032904793248,197.1535366,8.256690883461495,1
Hailo-8,resnet101,resnet101_w1_0,336.0,77.06,77.49,0.5549103110078625,39.52174526,173.1238262,4.380470170562503,25.302526328767698,184.8142273,7.304180811774338,1
Hailo-8,resnet101,resnet101_w1_0,352.0,77.19,76.95,-0.31189083820662106,42.19670378,182.150105,4.316690373486798,23.698533544555456,174.7164097,7.372456585616019,1
Hailo-8,resnet101,resnet101_w1_0,368.0,76.27,76.91,0.832141464048889,38.44954128,202.6689722,5.271037454624219,26.00811262526459,172.1222837,6.618022852331021,1
Hailo-8,resnet101,resnet101_w1_0,384.0,76.45,76.37,-0.10475317533062496,46.48687117,199.7460645,4.296827458435293,21.511449896101922,110.2334569,5.124408509534048,1
Hailo-8,resnet101,resnet101_w1_0,400.0,75.89,76.07,0.23662416195608338,43.20858355,241.7067483,5.593952137317864,23.143549680188485,125.5166735,5.423397673842821,1
Hailo-8,resnet101,resnet101_w1_0,416.0,75.6,75.53,-0.09267840593140896,42.47795812,254.5718973,5.993035177934773,23.54162121387769,127.8351271,5.430175175218676,1
Hailo-8,resnet101,resnet101_w1_0,432.0,74.42,74.86,0.5877638258081722,43.34425013,268.4661522,6.193812360227813,23.071110862473237,121.4289796,5.263248064813068,1
Hailo-8,resnet101,resnet101_w1_0,448.0,73.5,74.21,0.9567443740735666,44.52570155,292.0220681,6.558505715447846,22.458938662135466,106.1414268,4.7260214917879715,1
Hailo-8,resnet50,resnet50_w1_0,48.0,13.8,14.06,1.8492176386913213,1.775200055,5.162018554,2.9078517316742647,563.3167919206717,8464.28477,15.025798789239664,1
Hailo-8,resnet50,resnet50_w1_0,64.0,28.43,29.2,2.6369863013698613,1.833080827,6.062563628,3.3073084059920728,545.5296816543486,7449.273532,13.655120486587771,1
Hailo-8,resnet50,resnet50_w1_0,80.0,43.62,43.82,0.4564125969876834,2.266867668,9.451617673,4.169461590732785,441.1373518253382,4794.542593,10.868593586920584,1
Hailo-8,resnet50,resnet50_w1_0,96.0,53.84,54.12,0.5173688100517259,2.23119103,11.20290451,5.021042286101338,448.19111701072046,4084.923879,9.114245517057606,1
Hailo-8,resnet50,resnet50_w1_0,112.0,62.18,62.46,0.44828690361831747,2.495349153,14.40124953,5.771236266751004,400.7455224443295,3046.106079,7.601098224180801,1
Hailo-8,resnet50,resnet50_w1_0,128.0,66.47,66.87,0.5981755645281974,2.420682742,16.52139074,6.825095438301762,413.10659288370306,3216.499905,7.78612580967814,1
Hailo-8,resnet50,resnet50_w1_0,144.0,69.76,70.19,0.6126228807522334,3.120916689,23.05607506,7.387597093271848,320.4186781161463,1941.117063,6.058064637219364,1
Hailo-8,resnet50,resnet50_w1_0,160.0,72.02,72.4,0.524861878453052,3.409273696,25.82816481,7.575855479219348,293.31760637852875,1763.89766,6.0136098946739525,1
Hailo-8,resnet50,resnet50_w1_0,176.0,73.47,73.53,0.08159934720522545,3.604127169,32.17768291,8.928009862351226,277.45968804909285,1399.465001,5.0438498321687115,1
Hailo-8,resnet50,resnet50_w1_0,192.0,74.54,74.79,0.33426928733787936,3.520207552,35.46683722,10.075211957274956,284.0741590454948,1468.144503,5.168173366887887,1
Hailo-8,resnet50,resnet50_w1_0,208.0,75.38,75.54,0.2118083134763182,3.937355282,43.65798446,11.088149616466335,253.97758860410607,1226.123474,4.82768373673809,1
Hailo-8,resnet50,resnet50_w1_0,224.0,76.94,76.88,-0.07804370447450869,4.218466388,48.10933557,11.404461039882534,237.05297329015957,923.2832946,3.894839544872002,1
Hailo-8,resnet50,resnet50_w1_0,240.0,75.78,75.81,0.03957261574990256,4.456121764,55.37137088,12.425910648881453,224.41038485051595,860.6905751,3.835342003772787,1
Hailo-8,resnet50,resnet50_w1_0,256.0,76.06,75.82,-0.3165391717225127,4.652277677,59.15757657,12.715830970809012,214.94847673083123,798.887881,3.716648255202132,1
Hailo-8,resnet50,resnet50_w1_0,272.0,75.55,75.8,0.32981530343007914,7.199365793,69.12717912,9.601842871661402,138.90112389792833,418.7854213,3.0149894367143135,1
Hailo-8,resnet50,resnet50_w1_0,288.0,75.29,75.47,0.23850536637073355,6.883395866,76.37425416,11.09543249390097,145.27713057147017,402.9748771,2.773835603131998,1
Hailo-8,resnet50,resnet50_w1_0,304.0,75.37,75.49,0.1589614518479141,7.501052719,84.83651539,11.30994789239529,133.31462095540567,334.5130122,2.50919973970369,1
Hailo-8,resnet50,resnet50_w1_0,320.0,75.21,75.32,0.14604354753053564,5.84603684,89.71024866,15.345481240586915,171.05605513084654,532.1249774,3.1108222213645678,1
Hailo-8,resnet50,resnet50_w1_0,336.0,74.87,75.02,0.19994668088508596,9.275794027,92.7711174,10.001420593208694,107.80748225857516,274.3359454,2.5446837237327182,1
Hailo-8,resnet50,resnet50_w1_0,352.0,74.71,75.17,0.6119462551549927,10.35262594,108.5170204,10.482076820791615,96.5938502748608,255.1238514,2.6412018019163455,1
Hailo-8,resnet50,resnet50_w1_0,368.0,74.13,74.25,0.16161616161616774,10.60068709,116.841932,11.022109322538263,94.33350796132217,236.4356758,2.506380616068485,1
Hailo-8,resnet50,resnet50_w1_0,384.0,73.94,74.22,0.37725680409593254,11.23702521,123.7278268,11.010727882846851,88.99152411886419,216.5935006,2.4338666265643503,1
Hailo-8,resnet50,resnet50_w1_0,400.0,73.25,73.46,0.2858698611489161,12.63654175,138.8837495,10.990645403438801,79.13557520593007,184.1810095,2.327411016103896,1
Hailo-8,resnet50,resnet50_w1_0,416.0,73.04,73.21,0.23220871465645063,15.09645479,146.2336676,9.686623093579973,66.24071769899297,131.5135185,1.9853878863090784,1
Hailo-8,resnet50,resnet50_w1_0,432.0,72.32,72.64,0.4405286343612437,15.27144727,158.6017893,10.385511372688649,65.48167847617498,132.6138199,2.0252049578761264,1
Hailo-8,resnet50,resnet50_w1_0,448.0,71.98,72.05,0.0971547536432938,15.21725651,165.3503953,10.865979369628173,65.71486781095209,138.3758548,2.1057008772821146,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,48.0,6.63,6.87,3.493449781659392,0.292539566,1.565758821,5.352297613649977,3418.34102536407,14019.18874,4.101167389671686,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,64.0,16.21,16.8,3.5119047619047614,0.305411689,1.794276319,5.874943178746508,3274.2689164067983,14013.40272,4.279856993352394,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,80.0,29.21,29.53,1.0836437521164926,0.33737719,2.653326732,7.864570607159305,2964.041522783446,13689.27527,4.618449223729091,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,96.0,38.69,39.67,2.470380640282339,0.359480448,3.002675832,8.352820991254578,2781.7924606569977,12753.23107,4.5845372184911195,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,112.0,47.98,48.95,1.9816138917262633,0.390283656,3.706129387,9.495989212010457,2562.2389885575944,12163.27005,4.7471255040293014,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,128.0,53.73,54.45,1.3223140495867878,0.40687154,4.115644202,10.115340586367875,2457.778197020121,11101.41917,4.516851513883422,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,144.0,57.82,58.76,1.5997277059223924,0.468661529,5.255850187,11.21459702104117,2133.736050692567,10701.83237,5.015537121625894,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,160.0,61.07,61.85,1.2611156022635426,0.527187558,5.904255063,11.1995341570637,1896.8581197054732,10882.80887,5.737281432356039,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,176.0,63.19,64.02,1.2964698531708814,0.585757997,6.991798309,11.936325828770547,1707.1896672714142,9333.998444,5.467464232558557,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,192.0,64.67,64.82,0.23141005862386838,0.608065529,7.876568419,12.953486167771237,1644.559594826169,8615.7411,5.238935169698541,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,208.0,64.72,65.41,1.0548845742241215,0.741121436,9.13590272,12.327133282378842,1349.3065392862284,9121.491347,6.760132765550214,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,224.0,67.57,68.22,0.9527997654646814,0.810607685,10.00484191,12.3423970622731,1233.6423876859742,7152.899231,5.79819508667919,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,240.0,66.14,66.68,0.8098380323935306,0.844527022,10.46329204,12.389529011423392,1184.094734626502,7001.049578,5.912575550982696,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,256.0,66.55,67.15,0.8935219657483373,0.924168115,10.96653148,11.866381561973713,1082.0542104506603,6070.965672,5.610592901321948,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,272.0,66.06,66.52,0.6915213469633099,1.061711606,12.80787554,12.063422371592686,941.8753589475219,6923.729987,7.351004484008129,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,288.0,66.72,66.86,0.20939276099312082,1.216494872,13.85874184,11.392355330865712,822.033880303936,5512.334316,6.705726428163628,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,304.0,65.74,66.2,0.6948640483383806,1.257660696,15.4545101,12.288298544395316,795.1270189014477,5298.663335,6.663920617765782,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,320.0,65.31,65.69,0.5784746536763518,1.24150139,16.43690145,13.239535277523935,805.476343445737,4882.486168,6.0616133642277745,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,336.0,64.33,64.63,0.4641807210273823,1.524333487,17.11423044,11.227353191382063,656.0244254477891,4138.38082,6.308272465884521,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,352.0,64.09,65.04,1.460639606396068,1.64648731,18.69143362,11.352309554089429,607.3536029864695,3990.920032,6.570999187912793,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,368.0,63.32,63.57,0.39326726443290855,1.798990815,19.92204586,11.074011992662676,555.8672071374639,4619.847465,8.311063156236035,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,384.0,63.4,63.23,-0.26885971848806217,1.826334666,21.49741419,11.770796771373337,547.5447729359369,3762.576604,6.871724085365753,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,400.0,61.49,61.6,0.17857142857142766,2.186563886,23.04139996,10.537720899685617,457.3385696172611,3330.917915,7.283264820169418,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,416.0,61.14,61.12,-0.03272251308901035,2.322258393,23.91729309,10.299152394967791,430.6153023342739,3210.926927,7.456602005535448,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,432.0,60.91,59.54,-2.300974135035266,2.370784025,26.34015776,11.110315187820621,421.8013912085476,2953.618979,7.00239269135001,1
Mobilint-ARIES,mobilenetv2,mobilenetv2_w1_0,448.0,60.06,59.46,-1.0090817356205877,2.445706287,27.3510593,11.18329680280206,408.8798419153755,2913.391834,7.125300724908261,1
Mobilint-ARIES,resnet101,resnet101_w1_0,48.0,15.92,16.08,0.9950248756218805,1.350954595,7.997399052,5.919813353904763,740.2173275853139,1387.366539,1.8742692008112967,1
Mobilint-ARIES,resnet101,resnet101_w1_0,64.0,31.38,31.73,1.103057043807127,1.36214672,8.803818194,6.463193769610957,734.1353066577145,1386.451448,1.8885502923324506,1
Mobilint-ARIES,resnet101,resnet101_w1_0,80.0,46.6,46.83,0.49113815929958765,1.48268093,15.26063109,10.292592816985918,674.4539433713496,1379.166619,2.0448640452838758,1
Mobilint-ARIES,resnet101,resnet101_w1_0,96.0,56.65,56.85,0.3518029903254228,1.51670799,18.38452163,12.121332353500689,659.322695333068,1374.156849,2.0841946723915235,1
Mobilint-ARIES,resnet101,resnet101_w1_0,112.0,64.71,65.36,0.9944920440636561,1.568526757,24.54948891,15.651303875079511,637.5409252900619,1358.699838,2.1311570506345654,1
Mobilint-ARIES,resnet101,resnet101_w1_0,128.0,69.99,69.79,-0.28657400773748193,1.570415548,27.84578382,17.731474866931208,636.7741336193138,1348.034467,2.116974286216693,1
Mobilint-ARIES,resnet101,resnet101_w1_0,144.0,72.75,72.72,-0.041254125412542815,1.735665903,39.08377562,22.518029277665658,576.1477472545591,1329.822162,2.3081269836371416,1
Mobilint-ARIES,resnet101,resnet101_w1_0,160.0,74.63,75.09,0.6125982154747742,1.856356936,44.94718997,24.21257954133019,538.6895055617688,1314.261683,2.439738790956083,1
Mobilint-ARIES,resnet101,resnet101_w1_0,176.0,76.06,76.34,0.36678019386953253,1.959198414,54.51054021,27.82287889806346,510.4128264162631,1281.114031,2.5099565776883472,1
Mobilint-ARIES,resnet101,resnet101_w1_0,192.0,76.62,76.92,0.39001560062402124,2.245416292,60.22615667,26.821822253884317,445.3517165448624,1208.019378,2.712506392412906,1
Mobilint-ARIES,resnet101,resnet101_w1_0,208.0,77.48,77.71,0.29597220434949145,2.57594595,74.81839129,29.045015983351668,388.2069031766757,1213.096079,3.12486993166093,1
Mobilint-ARIES,resnet101,resnet101_w1_0,224.0,79.24,79.21,-0.037874005807348995,2.866817931,83.45658343,29.11122556042084,348.81880331032437,1178.529828,3.3786304431287455,1
Mobilint-ARIES,resnet101,resnet101_w1_0,240.0,77.99,78.16,0.21750255885363579,3.21125837,96.7123501,30.116651778473994,311.4044043737284,1120.783969,3.599126901413071,1
Mobilint-ARIES,resnet101,resnet101_w1_0,256.0,77.76,78.33,0.727690540022971,3.530391118,100.7057351,28.52537629231595,283.25473483700284,1070.267237,3.778461947391201,1
Mobilint-ARIES,resnet101,resnet101_w1_0,272.0,77.88,78.03,0.19223375624760436,5.329362346,115.6968019,21.70931424597865,187.63970904522168,690.3017751,3.6788682875949004,1
Mobilint-ARIES,resnet101,resnet101_w1_0,288.0,77.88,77.95,0.08980115458628272,5.646924449,127.4001373,22.56097782972127,177.0875472182185,673.0617919,3.80072908836786,1
Mobilint-ARIES,resnet101,resnet101_w1_0,304.0,77.52,77.86,0.436681222707428,6.109524968,141.8474471,23.217426533643394,163.67884659408435,644.0368806,3.9347594023385346,1
Mobilint-ARIES,resnet101,resnet101_w1_0,320.0,77.33,77.53,0.25796465884174236,6.503428784,151.8984293,23.356668358344557,153.7650419821988,610.2365479,3.9686299306616544,1
Mobilint-ARIES,resnet101,resnet101_w1_0,336.0,77.28,77.49,0.2710027100270922,7.33891834,173.1238262,23.58982866131741,136.25986196761525,564.8689704,4.145527246565477,1
Mobilint-ARIES,resnet101,resnet101_w1_0,352.0,76.99,76.95,-0.05198180636776093,10.28838264,182.150105,17.704445039964025,97.19700705066312,472.0505381,4.856636561390698,1
Mobilint-ARIES,resnet101,resnet101_w1_0,368.0,76.79,76.91,0.156026524509154,9.674921224,202.6689722,20.947867947208827,103.36001470682362,412.8096399,3.993900746540307,1
Mobilint-ARIES,resnet101,resnet101_w1_0,384.0,76.57,76.37,-0.2618829383265531,10.08074433,199.7460645,19.814614671414844,99.199024126029,408.8676873,4.121690620469688,1
Mobilint-ARIES,resnet101,resnet101_w1_0,400.0,76.13,76.07,-0.07887472065203402,13.3613207,241.7067483,18.090034191006282,74.84290082192248,348.0723172,4.650705856901326,1
Mobilint-ARIES,resnet101,resnet101_w1_0,416.0,75.55,75.53,-0.026479544551828438,13.14098791,254.5718973,19.372356100128243,76.09777947052385,346.7784044,4.5570108196694905,1
Mobilint-ARIES,resnet101,resnet101_w1_0,432.0,74.87,74.86,-0.013358268768374454,14.06940225,268.4661522,19.081560639863007,71.07622500451289,320.0037045,4.502260840100636,1
Mobilint-ARIES,resnet101,resnet101_w1_0,448.0,74.07,74.21,0.18865382023986063,12.40669767,292.0220681,23.537453387465355,80.60162555730271,320.3418229,3.974384147776983,1
Mobilint-ARIES,resnet50,resnet50_w1_0,48.0,13.73,14.06,2.347083926031295,0.804277208,5.162018554,6.4182081782926765,1243.3524039388171,2406.721668,1.9356713835721429,1
Mobilint-ARIES,resnet50,resnet50_w1_0,64.0,28.74,29.2,1.5753424657534276,0.814877338,6.062563628,7.439848116134505,1227.1785621801155,2404.842723,1.9596518364269115,1
Mobilint-ARIES,resnet50,resnet50_w1_0,80.0,43.89,43.82,-0.15974440894568753,0.873350173,9.451617673,10.822254308982657,1145.0160896687657,2388.788868,2.0862491711282742,1
Mobilint-ARIES,resnet50,resnet50_w1_0,96.0,53.95,54.12,0.3141167775314017,0.925050955,11.20290451,12.110580989562893,1081.0215314030997,2354.778039,2.178289673789977,1
Mobilint-ARIES,resnet50,resnet50_w1_0,112.0,62.3,62.46,0.25616394492475775,0.961010617,14.40124953,14.985525940344527,1040.5712302343898,2318.298535,2.2279095055105462,1
Mobilint-ARIES,resnet50,resnet50_w1_0,128.0,66.49,66.87,0.568266786301794,0.988441851,16.52139074,16.71458035015962,1011.6933019259623,2277.254456,2.2509336096866384,1
Mobilint-ARIES,resnet50,resnet50_w1_0,144.0,69.96,70.19,0.32768200598376407,1.155753633,23.05607506,19.94895313472054,865.2363024845451,2224.282691,2.5707228009422662,1
