task,scenario,accuracy,samples_per_second,accelerator_type,input_resolution,benchmark_model,input_size,model_family,width_multiplier,throughput_offline,relative_flops,throughput_singlestream,multicore_efficiency
Image Classification,Offline,58.76,3139.938895,Apple M4 ANE,inputResolution:144,mobilenetv2_w1_0,144,MobileNetV2,1.0,3139.938895,0.41326530612244905,3507.127320919538,0.8953022253485612
Image Classification,Offline,69.8,648.6771554,Apple M4 ANE,inputResolution:128,resnet101_w1_0,128,ResNet-101,1.0,648.6771554,0.32653061224489793,653.9330871574326,0.9919625847649344
Image Classification,Offline,66.9,1020.07902,Apple M4 ANE,inputResolution:128,resnet50_w1_0,128,ResNet-50,1.0,1020.07902,0.32653061224489793,1035.9515754174017,0.9846782843966366
Image Classification,Offline,54.4,3529.966838,Apple M4 ANE,inputResolution:128,mobilenetv2_w1_0,128,MobileNetV2,1.0,3529.966838,0.32653061224489793,3847.8358091828823,0.9173901936188945
Image Classification,Offline,65.32,651.7557649,Apple M4 ANE,inputResolution:112,resnet101_w1_0,112,ResNet-101,1.0,651.7557649,0.25,658.8330902735551,0.9892577870206604
Image Classification,Offline,62.48,1031.439981,Apple M4 ANE,inputResolution:112,resnet50_w1_0,112,ResNet-50,1.0,1031.439981,0.25,1045.8010275112226,0.986267897875948
Image Classification,Offline,48.88,3698.263987,Apple M4 ANE,inputResolution:112,mobilenetv2_w1_0,112,MobileNetV2,1.0,3698.263987,0.25,4055.6813249372294,0.911872430474364
Image Classification,Offline,56.84,658.7389465,Apple M4 ANE,inputResolution:96,resnet101_w1_0,96,ResNet-101,1.0,658.7389465,0.18367346938775508,665.1536443325181,0.9903560660199716
Image Classification,Offline,54.12,1044.018185,Apple M4 ANE,inputResolution:96,resnet50_w1_0,96,ResNet-50,1.0,1044.018185,0.18367346938775508,1063.0338655067603,0.9821118770306575
Image Classification,Offline,39.72,3979.766985,Apple M4 ANE,inputResolution:96,mobilenetv2_w1_0,96,MobileNetV2,1.0,3979.766985,0.18367346938775508,4374.5770440185,0.909748975719073
Image Classification,Offline,46.81,662.9431931,Apple M4 ANE,inputResolution:80,resnet101_w1_0,80,ResNet-101,1.0,662.9431931,0.12755102040816327,670.1557647467029,0.9892374698150527
Image Classification,Offline,43.77,1058.887834,Apple M4 ANE,inputResolution:80,resnet50_w1_0,80,ResNet-50,1.0,1058.887834,0.12755102040816327,1075.0951153581304,0.9849247930470492
Image Classification,Offline,29.54,4050.605595,Apple M4 ANE,inputResolution:80,mobilenetv2_w1_0,80,MobileNetV2,1.0,4050.605595,0.12755102040816327,4427.905312840344,0.9147904728797556
Image Classification,Offline,31.84,665.6243046,Apple M4 ANE,inputResolution:64,resnet101_w1_0,64,ResNet-101,1.0,665.6243046,0.08163265306122448,672.7130428894322,0.9894624634316814
Image Classification,Offline,29.18,1063.595145,Apple M4 ANE,inputResolution:64,resnet50_w1_0,64,ResNet-50,1.0,1063.595145,0.08163265306122448,1088.7754347141702,0.9768728344603214
Image Classification,Offline,16.79,4525.385012,Apple M4 ANE,inputResolution:64,mobilenetv2_w1_0,64,MobileNetV2,1.0,4525.385012,0.08163265306122448,4814.273859824088,0.9399932666409128
Image Classification,Offline,16.06,664.1440122,Apple M4 ANE,inputResolution:48,resnet101_w1_0,48,ResNet-101,1.0,664.1440122,0.04591836734693877,673.4966836410415,0.9861132628144814
Image Classification,Offline,14.04,1069.762227,Apple M4 ANE,inputResolution:48,resnet50_w1_0,48,ResNet-50,1.0,1069.762227,0.04591836734693877,1082.7700466691106,0.9879865353598152
Image Classification,Offline,6.86,4703.559832,Apple M4 ANE,inputResolution:48,mobilenetv2_w1_0,48,MobileNetV2,1.0,4703.559832,0.04591836734693877,4977.983052984362,0.9448726084312717
Image Classification,Offline,74.21,8.81788361,Apple M4 CPU,inputResolution:448,resnet101_w1_0,448,ResNet-101,1.0,8.81788361,4.0,3.4243987329668526,2.575016608057294
Image Classification,Offline,72.05,16.79883343,Apple M4 CPU,inputResolution:448,resnet50_w1_0,448,ResNet-50,1.0,16.79883343,4.0,6.047762983485289,2.7776937482293547
Image Classification,Offline,59.46,129.8966948,Apple M4 CPU,inputResolution:448,mobilenetv2_w1_0,448,MobileNetV2,1.0,129.8966948,4.0,36.56165521896258,3.552812202348802
Image Classification,Offline,74.86,9.299826335,Apple M4 CPU,inputResolution:432,resnet101_w1_0,432,ResNet-101,1.0,9.299826335,3.719387755102041,3.7248643518197673,2.4966885922856785
Image Classification,Offline,72.64,17.76895404,Apple M4 CPU,inputResolution:432,resnet50_w1_0,432,ResNet-50,1.0,17.76895404,3.719387755102041,6.305099106470169,2.8181879047334637
Image Classification,Offline,59.54,136.4947131,Apple M4 CPU,inputResolution:432,mobilenetv2_w1_0,432,MobileNetV2,1.0,136.4947131,3.719387755102041,37.96484474814322,3.595292276459939
Image Classification,Offline,75.53,10.10560037,Apple M4 CPU,inputResolution:416,resnet101_w1_0,416,ResNet-101,1.0,10.10560037,3.4489795918367347,3.9281633621230037,2.5726018595464817
Image Classification,Offline,73.21,19.15745046,Apple M4 CPU,inputResolution:416,resnet50_w1_0,416,ResNet-50,1.0,19.15745046,3.4489795918367347,6.8383705094188585,2.801464242631107
Image Classification,Offline,61.12,148.4810122,Apple M4 CPU,inputResolution:416,mobilenetv2_w1_0,416,MobileNetV2,1.0,148.4810122,3.4489795918367347,41.81075158618629,3.551263887087266
Image Classification,Offline,76.07,11.00448976,Apple M4 CPU,inputResolution:400,resnet101_w1_0,400,ResNet-101,1.0,11.00448976,3.188775510204082,4.137244851595234,2.659859436590247
Image Classification,Offline,73.46,20.47974376,Apple M4 CPU,inputResolution:400,resnet50_w1_0,400,ResNet-50,1.0,20.47974376,3.188775510204082,7.200266435779083,2.8443036021880284
Image Classification,Offline,61.6,158.6038239,Apple M4 CPU,inputResolution:400,mobilenetv2_w1_0,400,MobileNetV2,1.0,158.6038239,3.188775510204082,43.400140691798484,3.6544541416653074
Image Classification,Offline,76.37,12.38409941,Apple M4 CPU,inputResolution:384,resnet101_w1_0,384,ResNet-101,1.0,12.38409941,2.9387755102040813,5.006356458151895,2.473675119524272
Image Classification,Offline,74.22,22.92527805,Apple M4 CPU,inputResolution:384,resnet50_w1_0,384,ResNet-50,1.0,22.92527805,2.9387755102040813,8.082256238254724,2.836494831912242
Image Classification,Offline,63.23,173.8050344,Apple M4 CPU,inputResolution:384,mobilenetv2_w1_0,384,MobileNetV2,1.0,173.8050344,2.9387755102040813,46.51722254415009,3.7363588128039984
Image Classification,Offline,76.91,12.82736297,Apple M4 CPU,inputResolution:368,resnet101_w1_0,368,ResNet-101,1.0,12.82736297,2.6989795918367343,4.934154395440309,2.5997084691662398
Image Classification,Offline,74.25,24.16421592,Apple M4 CPU,inputResolution:368,resnet50_w1_0,368,ResNet-50,1.0,24.16421592,2.6989795918367343,8.558571249917367,2.823393673357957
Image Classification,Offline,63.57,184.9294945,Apple M4 CPU,inputResolution:368,mobilenetv2_w1_0,368,MobileNetV2,1.0,184.9294945,2.6989795918367343,50.195647928299664,3.684173870295618
Image Classification,Offline,76.95,14.47200863,Apple M4 CPU,inputResolution:352,resnet101_w1_0,352,ResNet-101,1.0,14.47200863,2.4693877551020407,5.48997762038073,2.636077891515406
Image Classification,Offline,75.17,27.35076125,Apple M4 CPU,inputResolution:352,resnet50_w1_0,352,ResNet-50,1.0,27.35076125,2.4693877551020407,9.21514428164303,2.96802311652178
Image Classification,Offline,65.04,203.8971249,Apple M4 CPU,inputResolution:352,mobilenetv2_w1_0,352,MobileNetV2,1.0,203.8971249,2.4693877551020407,53.50044412484182,3.8111295753771994
Image Classification,Offline,77.49,15.38029522,Apple M4 CPU,inputResolution:336,resnet101_w1_0,336,ResNet-101,1.0,15.38029522,2.25,5.776212448336011,2.6626955565719705
Image Classification,Offline,75.02,29.3810261,Apple M4 CPU,inputResolution:336,resnet50_w1_0,336,ResNet-50,1.0,29.3810261,2.25,10.779216937619855,2.7257106216555638
Image Classification,Offline,64.63,223.2165902,Apple M4 CPU,inputResolution:336,mobilenetv2_w1_0,336,MobileNetV2,1.0,223.2165902,2.25,58.43090657835036,3.820180162713846
Image Classification,Offline,77.53,17.55257441,Apple M4 CPU,inputResolution:320,resnet101_w1_0,320,ResNet-101,1.0,17.55257441,2.0408163265306123,6.583346546823049,2.666208483050374
Image Classification,Offline,75.32,33.2699502,Apple M4 CPU,inputResolution:320,resnet50_w1_0,320,ResNet-50,1.0,33.2699502,2.0408163265306123,11.14699841921049,2.9846555053478165
Image Classification,Offline,65.69,248.696822,Apple M4 CPU,inputResolution:320,mobilenetv2_w1_0,320,MobileNetV2,1.0,248.696822,2.0408163265306123,60.83871726322238,4.087805154142192
Image Classification,Offline,77.86,18.6155226,Apple M4 CPU,inputResolution:304,resnet101_w1_0,304,ResNet-101,1.0,18.6155226,1.8418367346938778,7.049827264744618,2.6405643572423547
Image Classification,Offline,75.49,34.9769685,Apple M4 CPU,inputResolution:304,resnet50_w1_0,304,ResNet-50,1.0,34.9769685,1.8418367346938778,11.787377114712019,2.9673241264457952
Image Classification,Offline,66.2,267.7781221,Apple M4 CPU,inputResolution:304,mobilenetv2_w1_0,304,MobileNetV2,1.0,267.7781221,1.8418367346938778,64.70603037750125,4.138379692553484
Image Classification,Offline,77.95,20.77397015,Apple M4 CPU,inputResolution:288,resnet101_w1_0,288,ResNet-101,1.0,20.77397015,1.6530612244897962,7.849285104341877,2.6466066493761016
Image Classification,Offline,75.47,39.68991584,Apple M4 CPU,inputResolution:288,resnet50_w1_0,288,ResNet-50,1.0,39.68991584,1.6530612244897962,13.093417552792765,3.0312877199531703
Image Classification,Offline,66.86,298.2734862,Apple M4 CPU,inputResolution:288,mobilenetv2_w1_0,288,MobileNetV2,1.0,298.2734862,1.6530612244897962,72.1566222637711,4.133695242962602
Image Classification,Offline,78.03,22.84366252,Apple M4 CPU,inputResolution:272,resnet101_w1_0,272,ResNet-101,1.0,22.84366252,1.4744897959183672,8.643281262556663,2.6429386972468945
Image Classification,Offline,75.8,43.24306638,Apple M4 CPU,inputResolution:272,resnet50_w1_0,272,ResNet-50,1.0,43.24306638,1.4744897959183672,14.466090078174162,2.98927119534831
Image Classification,Offline,66.52,326.1045266,Apple M4 CPU,inputResolution:272,mobilenetv2_w1_0,272,MobileNetV2,1.0,326.1045266,1.4744897959183672,78.07696107577885,4.176706189723419
Image Classification,Offline,78.33,26.7018843,Apple M4 CPU,inputResolution:256,resnet101_w1_0,256,ResNet-101,1.0,26.7018843,1.3061224489795917,9.929921061665533,2.689032886986649
Image Classification,Offline,75.82,51.35024528,Apple M4 CPU,inputResolution:256,resnet50_w1_0,256,ResNet-50,1.0,51.35024528,1.3061224489795917,16.904005504970602,3.0377560670398815
Image Classification,Offline,67.15,382.1999365,Apple M4 CPU,inputResolution:256,mobilenetv2_w1_0,256,MobileNetV2,1.0,382.1999365,1.3061224489795917,91.18653439546776,4.191407635281251
Image Classification,Offline,78.16,27.7212161,Apple M4 CPU,inputResolution:240,resnet101_w1_0,240,ResNet-101,1.0,27.7212161,1.1479591836734693,10.339941061984389,2.6809839566609566
Image Classification,Offline,75.81,54.53022191,Apple M4 CPU,inputResolution:240,resnet50_w1_0,240,ResNet-50,1.0,54.53022191,1.1479591836734693,18.0598743377184,3.019413141547312
Image Classification,Offline,66.68,415.1126396,Apple M4 CPU,inputResolution:240,mobilenetv2_w1_0,240,MobileNetV2,1.0,415.1126396,1.1479591836734693,95.57221533883516,4.3434447776300695
Image Classification,Offline,79.21,32.12077662,Apple M4 CPU,inputResolution:224,resnet101_w1_0,224,ResNet-101,1.0,32.12077662,1.0,11.982278196647716,2.6806902738234233
Image Classification,Offline,76.88,62.48417116,Apple M4 CPU,inputResolution:224,resnet50_w1_0,224,ResNet-50,1.0,62.48417116,1.0,20.785986506610158,3.006071958149756
Image Classification,Offline,68.22,470.7263395,Apple M4 CPU,inputResolution:224,mobilenetv2_w1_0,224,MobileNetV2,1.0,470.7263395,1.0,99.95160433274653,4.709542609570488
Image Classification,Offline,77.71,36.00706595,Apple M4 CPU,inputResolution:208,resnet101_w1_0,208,ResNet-101,1.0,36.00706595,0.8622448979591837,13.365697694888249,2.693990749451935
Image Classification,Offline,75.54,69.239505,Apple M4 CPU,inputResolution:208,resnet50_w1_0,208,ResNet-50,1.0,69.239505,0.8622448979591837,22.905317603844324,3.022857233308092
Image Classification,Offline,65.41,521.1279096,Apple M4 CPU,inputResolution:208,mobilenetv2_w1_0,208,MobileNetV2,1.0,521.1279096,0.8622448979591837,109.45825832961583,4.760973886782554
Image Classification,Offline,76.92,44.91202919,Apple M4 CPU,inputResolution:192,resnet101_w1_0,192,ResNet-101,1.0,44.91202919,0.7346938775510203,16.60408127118831,2.7048789063645535
Image Classification,Offline,74.79,85.1247031,Apple M4 CPU,inputResolution:192,resnet50_w1_0,192,ResNet-50,1.0,85.1247031,0.7346938775510203,28.195353135015175,3.01910398824853
Image Classification,Offline,64.82,619.7067878,Apple M4 CPU,inputResolution:192,mobilenetv2_w1_0,192,MobileNetV2,1.0,619.7067878,0.7346938775510203,126.9588413131513,4.881162913825415
Image Classification,Offline,76.34,50.41064867,Apple M4 CPU,inputResolution:176,resnet101_w1_0,176,ResNet-101,1.0,50.41064867,0.6173469387755102,18.345075945817708,2.747911691338218
Image Classification,Offline,73.53,94.79933227,Apple M4 CPU,inputResolution:176,resnet50_w1_0,176,ResNet-50,1.0,94.79933227,0.6173469387755102,31.07743969001651,3.05042285386379
Image Classification,Offline,64.02,696.170124,Apple M4 CPU,inputResolution:176,mobilenetv2_w1_0,176,MobileNetV2,1.0,696.170124,0.6173469387755102,143.0247206520213,4.867481095759521
Image Classification,Offline,75.09,61.71560729,Apple M4 CPU,inputResolution:160,resnet101_w1_0,160,ResNet-101,1.0,61.71560729,0.5102040816326531,22.24833189054644,2.773943124977547
Image Classification,Offline,72.4,116.2290126,Apple M4 CPU,inputResolution:160,resnet50_w1_0,160,ResNet-50,1.0,116.2290126,0.5102040816326531,38.7174236867509,3.0019820931363665
Image Classification,Offline,61.85,837.1842941,Apple M4 CPU,inputResolution:160,mobilenetv2_w1_0,160,MobileNetV2,1.0,837.1842941,0.5102040816326531,169.3693767172538,4.942949607104006
Image Classification,Offline,72.72,70.64830323,Apple M4 CPU,inputResolution:144,resnet101_w1_0,144,ResNet-101,1.0,70.64830323,0.41326530612244905,25.58606439978329,2.761202431375041
Image Classification,Offline,70.19,132.0602396,Apple M4 CPU,inputResolution:144,resnet50_w1_0,144,ResNet-50,1.0,132.0602396,0.41326530612244905,43.37251667500426,3.0447907966591843
Image Classification,Offline,58.76,933.3940305,Apple M4 CPU,inputResolution:144,mobilenetv2_w1_0,144,MobileNetV2,1.0,933.3940305,0.41326530612244905,190.26417504696659,4.905779189748109
Image Classification,Offline,69.79,100.5947831,Apple M4 CPU,inputResolution:128,resnet101_w1_0,128,ResNet-101,1.0,100.5947831,0.32653061224489793,35.91207941798925,2.8011405836223893
Image Classification,Offline,66.87,188.8896521,Apple M4 CPU,inputResolution:128,resnet50_w1_0,128,ResNet-50,1.0,188.8896521,0.32653061224489793,60.52759212206611,3.1207197490867618
Image Classification,Offline,54.45,1219.865118,Apple M4 CPU,inputResolution:128,mobilenetv2_w1_0,128,MobileNetV2,1.0,1219.865118,0.32653061224489793,242.97532802132147,5.020530800118746
Image Classification,Offline,65.36,110.6095497,Apple M4 CPU,inputResolution:112,resnet101_w1_0,112,ResNet-101,1.0,110.6095497,0.25,40.73404557080858,2.7154079137002443
Image Classification,Offline,62.46,216.0686871,Apple M4 CPU,inputResolution:112,resnet50_w1_0,112,ResNet-50,1.0,216.0686871,0.25,69.438419070293,3.1116590785465923
Image Classification,Offline,48.95,1372.224903,Apple M4 CPU,inputResolution:112,mobilenetv2_w1_0,112,MobileNetV2,1.0,1372.224903,0.25,269.82328342547964,5.085643038581524
Image Classification,Offline,56.85,142.6769209,Apple M4 CPU,inputResolution:96,resnet101_w1_0,96,ResNet-101,1.0,142.6769209,0.18367346938775508,54.393582826120024,2.6230469383878487
Image Classification,Offline,54.12,270.9007551,Apple M4 CPU,inputResolution:96,resnet50_w1_0,96,ResNet-50,1.0,270.9007551,0.18367346938775508,89.26256571296973,3.0348752910721957
Image Classification,Offline,39.67,1678.068356,Apple M4 CPU,inputResolution:96,mobilenetv2_w1_0,96,MobileNetV2,1.0,1678.068356,0.18367346938775508,333.03628361837764,5.038695297005172
Image Classification,Offline,46.83,175.3199074,Apple M4 CPU,inputResolution:80,resnet101_w1_0,80,ResNet-101,1.0,175.3199074,0.12755102040816327,65.52808950707687,2.675492429564361
Image Classification,Offline,43.82,327.6700155,Apple M4 CPU,inputResolution:80,resnet50_w1_0,80,ResNet-50,1.0,327.6700155,0.12755102040816327,105.8019943883949,3.0970117094119836
Image Classification,Offline,29.53,1985.072494,Apple M4 CPU,inputResolution:80,mobilenetv2_w1_0,80,MobileNetV2,1.0,1985.072494,0.12755102040816327,376.8853597786011,5.26704591328811
Image Classification,Offline,31.73,285.1789779,Apple M4 CPU,inputResolution:64,resnet101_w1_0,64,ResNet-101,1.0,285.1789779,0.08163265306122448,113.58707982878639,2.510663874182344
Image Classification,Offline,29.2,497.5577499,Apple M4 CPU,inputResolution:64,resnet50_w1_0,64,ResNet-50,1.0,497.5577499,0.08163265306122448,164.94672243627954,3.016475517373261
Image Classification,Offline,16.8,2712.780515,Apple M4 CPU,inputResolution:64,mobilenetv2_w1_0,64,MobileNetV2,1.0,2712.780515,0.08163265306122448,557.3277590584976,4.867477836709124
Image Classification,Offline,16.08,310.4584659,Apple M4 CPU,inputResolution:48,resnet101_w1_0,48,ResNet-101,1.0,310.4584659,0.04591836734693877,125.04065302955199,2.4828602408740346
Image Classification,Offline,14.06,563.3867335,Apple M4 CPU,inputResolution:48,resnet50_w1_0,48,ResNet-50,1.0,563.3867335,0.04591836734693877,193.72266673181738,2.908212771404454
Image Classification,Offline,6.87,3118.24675,Apple M4 CPU,inputResolution:48,mobilenetv2_w1_0,48,MobileNetV2,1.0,3118.24675,0.04591836734693877,638.6679650709757,4.882422354867081
Image Classification,Offline,75.13,78.23995024,Qualcomm QCS6490,inputResolution:448,resnet101_w1_0,448,ResNet-101,1.0,78.23995024,4.0,74.508740459777,1.050077477584489
Image Classification,Offline,72.57,124.9951631,Qualcomm QCS6490,inputResolution:448,resnet50_w1_0,448,ResNet-50,1.0,124.9951631,4.0,107.45211694185166,1.1632638486558795
Image Classification,Offline,61.3,373.3335598,Qualcomm QCS6490,inputResolution:448,mobilenetv2_w1_0,448,MobileNetV2,1.0,373.3335598,4.0,371.4599114057785,1.005044012386507
Image Classification,Offline,75.4,78.2478745,Qualcomm QCS6490,inputResolution:432,resnet101_w1_0,432,ResNet-101,1.0,78.2478745,3.719387755102041,73.09459812105335,1.0705014667487767
Image Classification,Offline,72.85,115.3108721,Qualcomm QCS6490,inputResolution:432,resnet50_w1_0,432,ResNet-50,1.0,115.3108721,3.719387755102041,104.05598210172177,1.108161873742884
Image Classification,Offline,61.07,389.5864476,Qualcomm QCS6490,inputResolution:432,mobilenetv2_w1_0,432,MobileNetV2,1.0,389.5864476,3.719387755102041,392.5991689718336,0.9923262156164937
Image Classification,Offline,75.86,79.56354302,Qualcomm QCS6490,inputResolution:416,resnet101_w1_0,416,ResNet-101,1.0,79.56354302,3.4489795918367347,72.96226896639809,1.0904751750064414
Image Classification,Offline,73.39,133.6171582,Qualcomm QCS6490,inputResolution:416,resnet50_w1_0,416,ResNet-50,1.0,133.6171582,3.4489795918367347,95.96228402795529,1.3923924336885862
Image Classification,Offline,62.49,399.6501799,Qualcomm QCS6490,inputResolution:416,mobilenetv2_w1_0,416,MobileNetV2,1.0,399.6501799,3.4489795918367347,404.5738582931383,0.9878299640666086
Image Classification,Offline,76.68,79.89182059,Qualcomm QCS6490,inputResolution:400,resnet101_w1_0,400,ResNet-101,1.0,79.89182059,3.188775510204082,73.91393471641743,1.0808763042654632
Image Classification,Offline,73.41,131.0582088,Qualcomm QCS6490,inputResolution:400,resnet50_w1_0,400,ResNet-50,1.0,131.0582088,3.188775510204082,102.73664054350121,1.2756715433429686
Image Classification,Offline,62.9,420.597728,Qualcomm QCS6490,inputResolution:400,mobilenetv2_w1_0,400,MobileNetV2,1.0,420.597728,3.188775510204082,419.76816626463983,1.0019762378427648
Image Classification,Offline,76.93,115.5778036,Qualcomm QCS6490,inputResolution:384,resnet101_w1_0,384,ResNet-101,1.0,115.5778036,2.9387755102040813,101.6165778976082,1.1373912209133783
Image Classification,Offline,74.24,177.6384079,Qualcomm QCS6490,inputResolution:384,resnet50_w1_0,384,ResNet-50,1.0,177.6384079,2.9387755102040813,171.76263951556086,1.0342086521318672
Image Classification,Offline,64.13,481.544667,Qualcomm QCS6490,inputResolution:384,mobilenetv2_w1_0,384,MobileNetV2,1.0,481.544667,2.9387755102040813,489.1527135353749,0.9844464799543124
Image Classification,Offline,77.42,116.3812283,Qualcomm QCS6490,inputResolution:368,resnet101_w1_0,368,ResNet-101,1.0,116.3812283,2.6989795918367343,105.56504350531742,1.1024599094125107
Image Classification,Offline,74.47,182.3256774,Qualcomm QCS6490,inputResolution:368,resnet50_w1_0,368,ResNet-50,1.0,182.3256774,2.6989795918367343,173.73752413229627,1.0494317696225721
Image Classification,Offline,64.17,458.4678771,Qualcomm QCS6490,inputResolution:368,mobilenetv2_w1_0,368,MobileNetV2,1.0,458.4678771,2.6989795918367343,487.03289527321914,0.9413488935748487
Image Classification,Offline,77.34,120.2324998,Qualcomm QCS6490,inputResolution:352,resnet101_w1_0,352,ResNet-101,1.0,120.2324998,2.4693877551020407,109.97455214597387,1.0932756483555424
Image Classification,Offline,74.97,191.3517159,Qualcomm QCS6490,inputResolution:352,resnet50_w1_0,352,ResNet-50,1.0,191.3517159,2.4693877551020407,179.7837888010537,1.0643435494161668
Image Classification,Offline,65.33,513.124492,Qualcomm QCS6490,inputResolution:352,mobilenetv2_w1_0,352,MobileNetV2,1.0,513.124492,2.4693877551020407,509.19622875769096,1.0077146353811242
Image Classification,Offline,77.66,117.6471014,Qualcomm QCS6490,inputResolution:336,resnet101_w1_0,336,ResNet-101,1.0,117.6471014,2.25,88.42836348283205,1.3304226920680333
Image Classification,Offline,74.6,178.6698101,Qualcomm QCS6490,inputResolution:336,resnet50_w1_0,336,ResNet-50,1.0,178.6698101,2.25,167.62784933659054,1.0658718751514709
Image Classification,Offline,64.92,556.0971121,Qualcomm QCS6490,inputResolution:336,mobilenetv2_w1_0,336,MobileNetV2,1.0,556.0971121,2.25,547.8755865534115,1.0150061907271843
Image Classification,Offline,77.97,131.666773,Qualcomm QCS6490,inputResolution:320,resnet101_w1_0,320,ResNet-101,1.0,131.666773,2.0408163265306123,126.31349835424412,1.0423808596508246
Image Classification,Offline,75.54,206.546419,Qualcomm QCS6490,inputResolution:320,resnet50_w1_0,320,ResNet-50,1.0,206.546419,2.0408163265306123,207.76335780472175,0.9941426687671
Image Classification,Offline,66.03,571.7977738,Qualcomm QCS6490,inputResolution:320,mobilenetv2_w1_0,320,MobileNetV2,1.0,571.7977738,2.0408163265306123,619.1900158562241,0.9234609072455899
Image Classification,Offline,77.87,130.3357717,Qualcomm QCS6490,inputResolution:304,resnet101_w1_0,304,ResNet-101,1.0,130.3357717,1.8418367346938778,125.91641735606372,1.0350975229182333
Image Classification,Offline,75.42,207.9750978,Qualcomm QCS6490,inputResolution:304,resnet50_w1_0,304,ResNet-50,1.0,207.9750978,1.8418367346938778,205.5004528639167,1.012042041278235
Image Classification,Offline,66.25,610.9196842,Qualcomm QCS6490,inputResolution:304,mobilenetv2_w1_0,304,MobileNetV2,1.0,610.9196842,1.8418367346938778,609.8375019430338,1.0017745419944137
Image Classification,Offline,78.22,136.6994998,Qualcomm QCS6490,inputResolution:288,resnet101_w1_0,288,ResNet-101,1.0,136.6994998,1.6530612244897962,129.09451633532163,1.0589101975867397
Image Classification,Offline,75.67,224.8773461,Qualcomm QCS6490,inputResolution:288,resnet50_w1_0,288,ResNet-50,1.0,224.8773461,1.6530612244897962,222.9259534850891,1.0087535461188077
Image Classification,Offline,67.05,671.1794526,Qualcomm QCS6490,inputResolution:288,mobilenetv2_w1_0,288,MobileNetV2,1.0,671.1794526,1.6530612244897962,676.4833135629056,0.9921596573683819
Image Classification,Offline,78.3,140.5428492,Qualcomm QCS6490,inputResolution:272,resnet101_w1_0,272,ResNet-101,1.0,140.5428492,1.4744897959183672,129.46367467868512,1.0855774760666435
Image Classification,Offline,75.87,232.3390302,Qualcomm QCS6490,inputResolution:272,resnet50_w1_0,272,ResNet-50,1.0,232.3390302,1.4744897959183672,235.29367003545357,0.9874427568110592
Image Classification,Offline,66.32,674.7776972,Qualcomm QCS6490,inputResolution:272,mobilenetv2_w1_0,272,MobileNetV2,1.0,674.7776972,1.4744897959183672,695.1884834363962,0.9706399246784077
Image Classification,Offline,78.41,205.8402315,Qualcomm QCS6490,inputResolution:256,resnet101_w1_0,256,ResNet-101,1.0,205.8402315,1.3061224489795917,195.3734673207672,1.0535731096078071
Image Classification,Offline,75.75,308.9269113,Qualcomm QCS6490,inputResolution:256,resnet50_w1_0,256,ResNet-50,1.0,308.9269113,1.3061224489795917,309.04665043581474,0.9996125531998294
Image Classification,Offline,67.12,745.7361442,Qualcomm QCS6490,inputResolution:256,mobilenetv2_w1_0,256,MobileNetV2,1.0,745.7361442,1.3061224489795917,729.0949322314426,1.0228244789984013
Image Classification,Offline,78.37,225.4091046,Qualcomm QCS6490,inputResolution:240,resnet101_w1_0,240,ResNet-101,1.0,225.4091046,1.1479591836734693,218.05889796870366,1.033707437301418
Image Classification,Offline,75.77,329.9604404,Qualcomm QCS6490,inputResolution:240,resnet50_w1_0,240,ResNet-50,1.0,329.9604404,1.1479591836734693,327.25988447622666,1.0082520224808351
Image Classification,Offline,66.63,851.1592018,Qualcomm QCS6490,inputResolution:240,mobilenetv2_w1_0,240,MobileNetV2,1.0,851.1592018,1.1479591836734693,813.7370002666129,1.0459880790981928
Image Classification,Offline,79.26,220.3448044,Qualcomm QCS6490,inputResolution:224,resnet101_w1_0,224,ResNet-101,1.0,220.3448044,1.0,214.94797150387967,1.0251076242234876
Image Classification,Offline,76.62,329.2726265,Qualcomm QCS6490,inputResolution:224,resnet50_w1_0,224,ResNet-50,1.0,329.2726265,1.0,336.40781470092134,0.9787900640558401
Image Classification,Offline,68.14,814.9153347,Qualcomm QCS6490,inputResolution:224,mobilenetv2_w1_0,224,MobileNetV2,1.0,814.9153347,1.0,796.6807418616817,1.0228882058774356
Image Classification,Offline,77.75,241.9636477,Qualcomm QCS6490,inputResolution:208,resnet101_w1_0,208,ResNet-101,1.0,241.9636477,0.8622448979591837,233.03208131993586,1.0383276256619867
Image Classification,Offline,75.07,357.018697,Qualcomm QCS6490,inputResolution:208,resnet50_w1_0,208,ResNet-50,1.0,357.018697,0.8622448979591837,344.36880739437794,1.0367335523252985
Image Classification,Offline,65.31,972.2626448,Qualcomm QCS6490,inputResolution:208,mobilenetv2_w1_0,208,MobileNetV2,1.0,972.2626448,0.8622448979591837,849.173018504905,1.1449523520092673
Image Classification,Offline,76.91,251.9534931,Qualcomm QCS6490,inputResolution:192,resnet101_w1_0,192,ResNet-101,1.0,251.9534931,0.7346938775510203,239.09745252610216,1.0537690403560211
Image Classification,Offline,74.54,403.7432449,Qualcomm QCS6490,inputResolution:192,resnet50_w1_0,192,ResNet-50,1.0,403.7432449,0.7346938775510203,381.75099720336965,1.0576088808090642
Image Classification,Offline,64.89,1037.370436,Qualcomm QCS6490,inputResolution:192,mobilenetv2_w1_0,192,MobileNetV2,1.0,1037.370436,0.7346938775510203,901.6093514142938,1.1505763936152025
