accelerator,model,throughput_original,throughput_scaled
Qualcomm QCS6490,resnet50_w2_0,89.25455517,46.87851309889342
Qualcomm QCS6490,resnext50_c16_w1_0,300.3448908,59.430662729188974
Qualcomm QCS6490,resnext50_c32_w1_0,166.2922079,53.3034419882042
Qualcomm QCS6490,resnext50_c64_w1_0,90.55563303,47.027527984911465
Qualcomm QCS6490,resnext50_c8_w1_0,462.7585835,63.91908759377078
Qualcomm QCS6490,shufflenet_v2_x1_0,565.6750298,66.00575052199486
Qualcomm QCS6490,shufflenet_v2_x1_5,539.2833515,65.50920943048696
Qualcomm QCS6490,shufflenet_v2_x2_0,334.72648,60.55551942810883
RTX PRO 6000 Max-Q,convnext_base,411.3296311,62.695326556610894
RTX PRO 6000 Max-Q,convnext_small,655.5449263,67.53835505124418
RTX PRO 6000 Max-Q,convnext_tiny,1127.162698,73.17458823825666
RTX PRO 6000 Max-Q,densenet121,1749.523456,77.74855054342581
RTX PRO 6000 Max-Q,densenet169,1345.88887,75.01955302667086
RTX PRO 6000 Max-Q,densenet201,1065.76008,72.59192429465061
RTX PRO 6000 Max-Q,hf_vit_base_patch16_224,412.2743105,62.71915249682658
RTX PRO 6000 Max-Q,hf_vit_small_patch16_224,1361.569544,75.14006335117416
RTX PRO 6000 Max-Q,hf_vit_tiny_patch16_224,2841.37754,82.79520410975945
RTX PRO 6000 Max-Q,mobilenetv2_elu_w1_0,3741.208389,85.65869114235801
RTX PRO 6000 Max-Q,mobilenetv2_gelu_w1_0,3682.271524,85.49341552266118
RTX PRO 6000 Max-Q,mobilenetv2_hardswish_w1_0,2973.648594,83.26876500908955
RTX PRO 6000 Max-Q,mobilenetv2_leakyrelu_w1_0,3723.040783,85.6080232019452
RTX PRO 6000 Max-Q,mobilenetv2_mish_w1_0,3162.364553,83.90917026058976
RTX PRO 6000 Max-Q,mobilenetv2_prelu_w1_0,3743.176637,85.66416564715209
RTX PRO 6000 Max-Q,mobilenetv2_relu6_w1_0,3686.864271,85.50638956578327
RTX PRO 6000 Max-Q,mobilenetv2_relu_w1_0,3848.748603,85.95366489768094
RTX PRO 6000 Max-Q,mobilenetv2_selu_w1_0,3761.113787,85.71392400897714
RTX PRO 6000 Max-Q,mobilenetv2_silu_w1_0,3741.406001,85.65924091237927
RTX PRO 6000 Max-Q,mobilenetv2_w0_25,5007.671223,88.69354579711901
RTX PRO 6000 Max-Q,mobilenetv2_w0_5,4592.489054,87.7926433233022
RTX PRO 6000 Max-Q,mobilenetv2_w0_75,3892.554385,86.07146535824349
RTX PRO 6000 Max-Q,mobilenetv2_w1_0,3620.165054,85.31636477719933
RTX PRO 6000 Max-Q,mobilenetv2_w1_5,2852.26924,82.83502310731791
RTX PRO 6000 Max-Q,mobilenetv2_w2_0,2378.15595,80.9430755991569
RTX PRO 6000 Max-Q,regnet_x_1_6gf,2802.715067,82.65261525148995
RTX PRO 6000 Max-Q,regnet_x_3_2gf,2160.228231,79.94286631633322
RTX PRO 6000 Max-Q,regnet_x_400mf,3794.607584,85.80620527010427
RTX PRO 6000 Max-Q,regnet_x_800mf,3551.488751,85.11701445911208
RTX PRO 6000 Max-Q,regnet_x_8gf,1391.277675,75.36462305085873
RTX PRO 6000 Max-Q,regnet_y_1_6gf,2396.104196,81.02132360082602
RTX PRO 6000 Max-Q,regnet_y_3_2gf,1862.08394,78.39736822301809
RTX PRO 6000 Max-Q,regnet_y_400mf,3676.731174,85.47774305158099
RTX PRO 6000 Max-Q,regnet_y_800mf,3302.301816,84.35983947828774
RTX PRO 6000 Max-Q,regnet_y_8gf,1216.971585,73.9720610418239
RTX PRO 6000 Max-Q,resnet101_w1_0,1381.89816,75.29424638281012
RTX PRO 6000 Max-Q,resnet10_w1_0,4922.276255,88.51450758231283
RTX PRO 6000 Max-Q,resnet18_elu_w1_0,4116.050508,86.6525703120039
RTX PRO 6000 Max-Q,resnet18_gelu_w1_0,4065.456468,86.52383354245649
RTX PRO 6000 Max-Q,resnet18_hardswish_w1_0,3687.892705,85.50929257305383
RTX PRO 6000 Max-Q,resnet18_leakyrelu_w1_0,4094.741421,86.59854314842036
RTX PRO 6000 Max-Q,resnet18_mish_w1_0,3796.964718,85.81266888278962
RTX PRO 6000 Max-Q,resnet18_prelu_w1_0,4068.403561,86.53137625509605
RTX PRO 6000 Max-Q,resnet18_relu6_w1_0,4036.197412,86.44865074437624
RTX PRO 6000 Max-Q,resnet18_relu_w1_0,4202.288546,86.86839969361957
RTX PRO 6000 Max-Q,resnet18_selu_w1_0,4102.298511,86.61773553075112
RTX PRO 6000 Max-Q,resnet18_silu_w1_0,4096.06584,86.60190927031762
RTX PRO 6000 Max-Q,resnet18_w0_25,5773.322341,90.17456338665279
RTX PRO 6000 Max-Q,resnet18_w0_5,5204.377799,89.09460807100423
RTX PRO 6000 Max-Q,resnet18_w0_75,4595.88851,87.80034549616249
RTX PRO 6000 Max-Q,resnet18_w1_0,4172.814878,86.79513760888457
RTX PRO 6000 Max-Q,resnet18_w1_5,3209.823689,84.06420896796301
RTX PRO 6000 Max-Q,resnet18_w2_0,2493.198637,81.43471747554258
RTX PRO 6000 Max-Q,resnet34_w1_0,3371.634388,84.57610033492658
RTX PRO 6000 Max-Q,resnet50_w0_25,4767.055787,88.18097380199758
RTX PRO 6000 Max-Q,resnet50_w0_5,3565.410423,85.1577352570738
RTX PRO 6000 Max-Q,resnet50_w0_75,2577.145989,81.77936493041877
RTX PRO 6000 Max-Q,resnet50_w1_0,2082.422585,79.56113748509932
RTX PRO 6000 Max-Q,resnet50_w1_5,1219.726518,73.99558391441929
RTX PRO 6000 Max-Q,resnet50_w2_0,854.7084158,70.29672392327315
RTX PRO 6000 Max-Q,resnext50_c16_w1_0,1675.965986,77.30160509699515
RTX PRO 6000 Max-Q,resnext50_c32_w1_0,1150.98413,73.39213770510581
RTX PRO 6000 Max-Q,resnext50_c64_w1_0,665.8079392,67.69984484896847
RTX PRO 6000 Max-Q,resnext50_c8_w1_0,2228.401127,80.26620453499952
RTX PRO 6000 Max-Q,shufflenet_v2_x1_0,5102.246671,88.88830352862766
RTX PRO 6000 Max-Q,shufflenet_v2_x1_5,4635.872012,87.89051135170723
RTX PRO 6000 Max-Q,shufflenet_v2_x2_0,3946.951999,86.21591766724016
